ZoneId,MetricName,MetricValue,Timestamp
1,temperature,18.57,2024-03-30 10:51:33.362476
1,moisture,0.87,2024-03-30 10:51:33.362476
1,temperature,29.53,2024-03-30 10:52:03.377984
1,moisture,0.07,2024-03-30 10:52:03.377984
1,temperature,2.8,2024-03-30 10:52:33.387333
1,moisture,0.19,2024-03-30 10:52:33.387333
1,temperature,19.98,2024-03-30 10:53:03.386156
1,moisture,0.14,2024-03-30 10:53:03.386156
1,temperature,32.61,2024-03-30 10:53:33.399541
1,moisture,0.7,2024-03-30 10:53:33.399541
1,temperature,-5.97,2024-03-30 10:54:03.411599
1,moisture,0.71,2024-03-30 10:54:03.411599
1,temperature,25.88,2024-03-30 10:54:33.427874
1,moisture,0.27,2024-03-30 10:54:33.427874
1,temperature,6.12,2024-03-30 10:55:03.445642
1,moisture,0.02,2024-03-30 10:55:03.445642
1,temperature,-9.76,2024-03-30 10:55:33.461451
1,moisture,0.28,2024-03-30 10:55:33.461451
1,temperature,34.36,2024-03-30 10:56:03.476636
1,moisture,0.58,2024-03-30 10:56:03.476636
1,temperature,27.85,2024-03-30 10:56:33.486934
1,moisture,0.47,2024-03-30 10:56:33.486934
1,temperature,13.4,2024-03-30 10:57:03.497884
1,moisture,0.22,2024-03-30 10:57:03.497884
1,temperature,23.79,2024-03-30 10:57:33.498005
1,moisture,0.02,2024-03-30 10:57:33.498005
1,temperature,23.34,2024-03-30 10:58:03.517085
1,moisture,0.64,2024-03-30 10:58:03.517085
1,temperature,-3.3,2024-03-30 10:58:33.538745
1,moisture,0.75,2024-03-30 10:58:33.538745
1,temperature,20.68,2024-03-30 10:59:03.554509
1,moisture,0.71,2024-03-30 10:59:03.554509
1,temperature,8.47,2024-03-30 10:59:33.562909
1,moisture,0.84,2024-03-30 10:59:33.562909
1,temperature,-4.59,2024-03-30 11:00:03.572582
1,moisture,0.67,2024-03-30 11:00:03.572582
1,temperature,10.83,2024-03-30 11:00:33.581339
1,moisture,0.06,2024-03-30 11:00:33.581339
1,temperature,-0.53,2024-03-30 11:01:03.593825
1,moisture,0.47,2024-03-30 11:01:03.593825
1,temperature,-6.02,2024-03-30 11:01:33.607714
1,moisture,0.52,2024-03-30 11:01:33.607714
1,temperature,19.89,2024-03-30 11:02:03.613463
1,moisture,0.34,2024-03-30 11:02:03.613463
1,temperature,22.68,2024-03-30 11:02:33.619505
1,moisture,0.51,2024-03-30 11:02:33.619505
1,temperature,22.26,2024-03-30 11:03:03.626175
1,moisture,0.24,2024-03-30 11:03:03.626175
1,temperature,26.24,2024-03-30 11:03:33.637732
1,moisture,0.54,2024-03-30 11:03:33.637732
1,temperature,-8.47,2024-03-30 11:04:03.635481
1,moisture,0.13,2024-03-30 11:04:03.635481
1,temperature,3.69,2024-03-30 11:04:33.641158
1,moisture,0.34,2024-03-30 11:04:33.641158
1,temperature,-0.79,2024-03-30 11:05:03.654319
1,moisture,0.14,2024-03-30 11:05:03.654319
1,temperature,10.89,2024-03-30 11:05:33.651496
1,moisture,0.13,2024-03-30 11:05:33.651496
1,temperature,15.25,2024-03-30 11:06:03.648467
1,moisture,0.9,2024-03-30 11:06:03.648467
1,temperature,24.57,2024-03-30 11:06:33.652993
1,moisture,0.25,2024-03-30 11:06:33.652993
1,temperature,17.96,2024-03-30 11:07:03.666774
1,moisture,0.75,2024-03-30 11:07:03.666774
1,temperature,9.45,2024-03-30 11:07:33.677356
1,moisture,0.33,2024-03-30 11:07:33.677356
1,temperature,23.4,2024-03-30 11:08:03.696398
1,moisture,0.78,2024-03-30 11:08:03.696398
1,temperature,34.05,2024-03-30 11:08:33.701977
1,moisture,0.1,2024-03-30 11:08:33.701977
1,temperature,15.86,2024-03-30 11:09:03.727276
1,moisture,0.92,2024-03-30 11:09:03.727276
1,temperature,1.3,2024-03-30 11:09:33.733352
1,moisture,0.09,2024-03-30 11:09:33.733352
1,temperature,1.38,2024-03-30 11:10:03.750533
1,moisture,0.74,2024-03-30 11:10:03.750533
1,temperature,15.25,2024-03-30 11:10:33.765716
1,moisture,0.82,2024-03-30 11:10:33.765716
1,temperature,6.1,2024-03-30 11:11:03.778750
1,moisture,0.55,2024-03-30 11:11:03.778750
1,temperature,15.92,2024-03-30 11:11:33.791690
1,moisture,0.99,2024-03-30 11:11:33.791690
1,temperature,26.11,2024-03-30 11:12:03.801657
1,moisture,0.48,2024-03-30 11:12:03.801657
1,temperature,33.03,2024-03-30 11:12:33.812118
1,moisture,0.42,2024-03-30 11:12:33.812118
1,temperature,11.93,2024-03-30 11:13:03.824396
1,moisture,0.99,2024-03-30 11:13:03.824396
1,temperature,31.82,2024-03-30 11:13:33.825762
1,moisture,0.01,2024-03-30 11:13:33.825762
1,temperature,1.08,2024-03-30 11:14:03.824399
1,moisture,0.41,2024-03-30 11:14:03.824399
1,temperature,17.05,2024-03-30 11:14:33.833376
1,moisture,0.07,2024-03-30 11:14:33.833376
1,temperature,7.32,2024-03-30 11:15:03.848232
1,moisture,0.77,2024-03-30 11:15:03.848232
1,temperature,-5.45,2024-03-30 11:15:33.857783
1,moisture,0.9,2024-03-30 11:15:33.857783
1,temperature,6.77,2024-03-30 11:16:03.877770
1,moisture,0.12,2024-03-30 11:16:03.877770
1,temperature,2.49,2024-03-30 11:16:33.887954
1,moisture,0.42,2024-03-30 11:16:33.887954
1,temperature,-7.9,2024-03-30 11:17:03.880227
1,moisture,0.78,2024-03-30 11:17:03.880227
1,temperature,1.86,2024-03-30 11:17:33.891779
1,moisture,0.01,2024-03-30 11:17:33.891779
1,temperature,27.94,2024-03-30 11:18:03.907814
1,moisture,0.15,2024-03-30 11:18:03.907814
1,temperature,-1.16,2024-03-30 11:18:33.916500
1,moisture,0.63,2024-03-30 11:18:33.916500
1,temperature,24.13,2024-03-30 11:19:03.926024
1,moisture,0.13,2024-03-30 11:19:03.926024
1,temperature,30.13,2024-03-30 11:19:33.945573
1,moisture,0.6,2024-03-30 11:19:33.945573
1,temperature,-7.61,2024-03-30 11:20:03.945799
1,moisture,0.74,2024-03-30 11:20:03.945799
1,temperature,-2.73,2024-03-30 11:20:33.956004
1,moisture,0.26,2024-03-30 11:20:33.956004
1,temperature,-0.65,2024-03-30 11:21:03.969457
1,moisture,0.66,2024-03-30 11:21:03.969457
1,temperature,21.1,2024-03-30 11:21:33.974715
1,moisture,0.05,2024-03-30 11:21:33.974715
1,temperature,31.0,2024-03-30 11:22:03.989051
1,moisture,0.84,2024-03-30 11:22:03.989051
1,temperature,20.69,2024-03-30 11:22:34.006838
1,moisture,0.49,2024-03-30 11:22:34.006838
1,temperature,23.18,2024-03-30 11:23:04.022412
1,moisture,0.82,2024-03-30 11:23:04.022412
1,temperature,17.77,2024-03-30 11:23:34.034380
1,moisture,0.84,2024-03-30 11:23:34.034380
1,temperature,18.94,2024-03-30 11:24:04.052665
1,moisture,0.52,2024-03-30 11:24:04.052665
1,temperature,9.12,2024-03-30 11:24:34.061962
1,moisture,0.35,2024-03-30 11:24:34.061962
1,temperature,14.71,2024-03-30 11:25:04.070611
1,moisture,0.6,2024-03-30 11:25:04.070611
1,temperature,34.21,2024-03-30 11:25:34.087045
1,moisture,0.8,2024-03-30 11:25:34.087045
1,temperature,-4.24,2024-03-30 11:26:04.089285
1,moisture,0.95,2024-03-30 11:26:04.089285
1,temperature,31.29,2024-03-30 11:26:34.092697
1,moisture,0.27,2024-03-30 11:26:34.092697
1,temperature,19.61,2024-03-30 11:27:04.108879
1,moisture,0.88,2024-03-30 11:27:04.108879
1,temperature,-6.28,2024-03-30 11:27:34.124102
1,moisture,0.51,2024-03-30 11:27:34.124102
1,temperature,-8.99,2024-03-30 11:28:04.142938
1,moisture,0.23,2024-03-30 11:28:04.142938
1,temperature,22.88,2024-03-30 11:28:34.168189
1,moisture,0.52,2024-03-30 11:28:34.168189
1,temperature,-1.9,2024-03-30 11:29:04.173022
1,moisture,0.16,2024-03-30 11:29:04.173022
1,temperature,27.71,2024-03-30 11:29:34.187520
1,moisture,0.29,2024-03-30 11:29:34.187520
1,temperature,22.11,2024-03-30 11:30:04.200503
1,moisture,0.22,2024-03-30 11:30:04.200503
1,temperature,21.45,2024-03-30 11:30:34.208536
1,moisture,0.39,2024-03-30 11:30:34.208536
1,temperature,25.79,2024-03-30 11:31:04.217277
1,moisture,0.13,2024-03-30 11:31:04.217277
1,temperature,16.28,2024-03-30 11:31:34.232621
1,moisture,0.78,2024-03-30 11:31:34.232621
1,temperature,-2.0,2024-03-30 11:32:04.223080
1,moisture,0.79,2024-03-30 11:32:04.223080
1,temperature,-7.1,2024-03-30 11:32:34.229226
1,moisture,0.13,2024-03-30 11:32:34.229226
1,temperature,19.54,2024-03-30 11:33:04.233732
1,moisture,0.68,2024-03-30 11:33:04.233732
1,temperature,6.48,2024-03-30 11:33:34.260206
1,moisture,0.18,2024-03-30 11:33:34.260206
1,temperature,23.34,2024-03-30 11:34:04.266042
1,moisture,0.8,2024-03-30 11:34:04.266042
1,temperature,-8.98,2024-03-30 11:34:34.269767
1,moisture,0.78,2024-03-30 11:34:34.269767
1,temperature,0.35,2024-03-30 11:35:04.273006
1,moisture,0.43,2024-03-30 11:35:04.273006
1,temperature,20.07,2024-03-30 11:35:34.287458
1,moisture,0.24,2024-03-30 11:35:34.287458
1,temperature,14.55,2024-03-30 11:36:04.306202
1,moisture,0.72,2024-03-30 11:36:04.306202
1,temperature,16.44,2024-03-30 11:36:34.307583
1,moisture,0.27,2024-03-30 11:36:34.307583
1,temperature,31.9,2024-03-30 11:37:04.300908
1,moisture,0.97,2024-03-30 11:37:04.300908
1,temperature,-5.87,2024-03-30 11:37:34.316271
1,moisture,0.99,2024-03-30 11:37:34.316271
1,temperature,3.89,2024-03-30 11:38:04.336494
1,moisture,0.96,2024-03-30 11:38:04.336494
1,temperature,30.91,2024-03-30 11:38:34.349040
1,moisture,0.6,2024-03-30 11:38:34.349040
1,temperature,24.78,2024-03-30 11:39:04.365092
1,moisture,0.5,2024-03-30 11:39:04.365092
1,temperature,9.23,2024-03-30 18:27:32.941952
1,moisture,0.39,2024-03-30 18:27:32.941952
1,temperature,-2.51,2024-03-30 18:28:03.101584
1,moisture,0.58,2024-03-30 18:28:03.101584
1,temperature,14.98,2024-03-30 18:28:33.110579
1,moisture,0.26,2024-03-30 18:28:33.110579
1,temperature,12.38,2024-03-30 18:29:03.121613
1,moisture,0.31,2024-03-30 18:29:03.121613
1,temperature,24.23,2024-03-30 18:29:33.128326
1,moisture,0.38,2024-03-30 18:29:33.128326
1,temperature,28.71,2024-03-30 18:30:03.147334
1,moisture,0.22,2024-03-30 18:30:03.147334
1,temperature,9.81,2024-03-30 18:30:33.151498
1,moisture,0.65,2024-03-30 18:30:33.151498
1,temperature,-8.17,2024-03-30 18:31:03.166502
1,moisture,0.0,2024-03-30 18:31:03.166502
1,temperature,-1.84,2024-03-30 18:31:33.169932
1,moisture,0.37,2024-03-30 18:31:33.169932
1,temperature,27.75,2024-03-30 18:32:03.160034
1,moisture,0.1,2024-03-30 18:32:03.160034
1,temperature,29.56,2024-03-30 18:32:33.175042
1,moisture,0.43,2024-03-30 18:32:33.175042
1,temperature,-6.42,2024-03-30 18:33:03.187161
1,moisture,0.24,2024-03-30 18:33:03.187161
1,temperature,18.88,2024-03-30 18:33:33.206712
1,moisture,0.34,2024-03-30 18:33:33.206712
1,temperature,-9.07,2024-03-30 18:34:03.209293
1,moisture,0.6,2024-03-30 18:34:03.209293
1,temperature,-8.45,2024-03-30 18:34:33.218503
1,moisture,0.36,2024-03-30 18:34:33.218503
1,temperature,31.32,2024-03-30 18:35:03.236750
1,moisture,0.51,2024-03-30 18:35:03.236750
1,temperature,24.08,2024-03-30 18:35:33.239215
1,moisture,0.07,2024-03-30 18:35:33.239215
1,temperature,7.19,2024-03-30 18:36:03.265563
1,moisture,0.39,2024-03-30 18:36:03.265563
1,temperature,11.95,2024-03-30 18:36:33.281625
1,moisture,0.07,2024-03-30 18:36:33.281625
1,temperature,32.86,2024-03-30 18:37:03.282631
1,moisture,0.72,2024-03-30 18:37:03.282631
1,temperature,4.76,2024-03-30 18:37:33.306359
1,moisture,0.21,2024-03-30 18:37:33.306359
1,temperature,23.59,2024-03-30 18:38:03.322780
1,moisture,0.45,2024-03-30 18:38:03.322780
1,temperature,17.65,2024-03-30 18:38:33.316425
1,moisture,0.66,2024-03-30 18:38:33.316425
1,temperature,17.08,2024-03-30 18:39:03.330035
1,moisture,0.06,2024-03-30 18:39:03.330035
1,temperature,-0.32,2024-03-30 18:39:33.333498
1,moisture,0.71,2024-03-30 18:39:33.333498
1,temperature,24.1,2024-03-30 18:40:03.339852
1,moisture,0.12,2024-03-30 18:40:03.339852
1,temperature,33.46,2024-03-30 18:40:33.345533
1,moisture,0.84,2024-03-30 18:40:33.345533
1,temperature,12.72,2024-03-30 18:41:03.363806
1,moisture,0.95,2024-03-30 18:41:03.363806
1,temperature,20.21,2024-03-30 18:41:33.377223
1,moisture,0.69,2024-03-30 18:41:33.377223
1,temperature,-9.86,2024-03-30 18:42:03.400543
1,moisture,0.96,2024-03-30 18:42:03.400543
1,temperature,-2.62,2024-03-30 18:42:33.406128
1,moisture,0.01,2024-03-30 18:42:33.406128
1,temperature,28.69,2024-03-30 18:43:03.425281
1,moisture,0.96,2024-03-30 18:43:03.425281
1,temperature,-9.32,2024-03-30 18:43:33.446738
1,moisture,0.43,2024-03-30 18:43:33.446738
1,temperature,-1.7,2024-03-30 18:44:03.442070
1,moisture,0.14,2024-03-30 18:44:03.442070
1,temperature,-7.44,2024-03-30 18:44:33.455406
1,moisture,0.23,2024-03-30 18:44:33.455406
1,temperature,16.69,2024-03-30 18:45:03.471370
1,moisture,0.51,2024-03-30 18:45:03.471370
1,temperature,-8.09,2024-03-30 18:45:33.494989
1,moisture,0.53,2024-03-30 18:45:33.494989
1,temperature,-0.92,2024-03-30 18:46:03.514629
1,moisture,0.65,2024-03-30 18:46:03.514629
1,temperature,11.49,2024-03-30 18:46:33.532934
1,moisture,0.35,2024-03-30 18:46:33.532934
1,temperature,29.57,2024-03-30 18:47:03.543829
1,moisture,0.0,2024-03-30 18:47:03.543829
1,temperature,26.94,2024-03-30 18:47:33.578586
1,moisture,0.84,2024-03-30 18:47:33.578586
1,temperature,13.87,2024-03-30 18:48:03.595822
1,moisture,0.62,2024-03-30 18:48:03.595822
1,temperature,0.87,2024-03-30 18:48:33.607200
1,moisture,0.43,2024-03-30 18:48:33.607200
1,temperature,12.61,2024-03-30 18:49:03.600754
1,moisture,0.82,2024-03-30 18:49:03.600754
1,temperature,34.21,2024-03-30 18:49:33.616194
1,moisture,0.27,2024-03-30 18:49:33.616194
1,temperature,26.01,2024-03-30 18:50:03.621648
1,moisture,0.68,2024-03-30 18:50:03.621648
1,temperature,11.29,2024-03-30 18:50:33.631925
1,moisture,0.63,2024-03-30 18:50:33.631925
1,temperature,-8.63,2024-03-30 18:51:03.644292
1,moisture,0.93,2024-03-30 18:51:03.644292
1,temperature,-9.02,2024-03-30 18:51:33.650675
1,moisture,0.37,2024-03-30 18:51:33.650675
1,temperature,-3.1,2024-03-30 18:52:03.645740
1,moisture,0.06,2024-03-30 18:52:03.645740
1,temperature,23.17,2024-03-30 18:52:33.648920
1,moisture,0.38,2024-03-30 18:52:33.648920
1,temperature,24.63,2024-03-30 18:53:03.666948
1,moisture,0.04,2024-03-30 18:53:03.666948
1,temperature,1.21,2024-03-30 18:53:33.667204
1,moisture,0.44,2024-03-30 18:53:33.667204
1,temperature,33.35,2024-03-30 18:54:03.671767
1,moisture,0.96,2024-03-30 18:54:03.671767
1,temperature,20.48,2024-03-30 18:54:33.693240
1,moisture,0.87,2024-03-30 18:54:33.693240
1,temperature,-3.14,2024-03-30 18:55:03.693564
1,moisture,0.95,2024-03-30 18:55:03.693564
1,temperature,29.82,2024-03-30 18:55:33.702421
1,moisture,0.73,2024-03-30 18:55:33.702421
1,temperature,32.03,2024-03-30 18:56:03.709777
1,moisture,0.05,2024-03-30 18:56:03.709777
1,temperature,30.1,2024-03-30 18:56:33.724329
1,moisture,0.41,2024-03-30 18:56:33.724329
1,temperature,-4.33,2024-03-30 18:57:03.739398
1,moisture,0.72,2024-03-30 18:57:03.739398
1,temperature,-0.31,2024-03-30 18:57:33.752140
1,moisture,0.86,2024-03-30 18:57:33.752140
1,temperature,17.78,2024-03-30 18:58:03.768017
1,moisture,0.87,2024-03-30 18:58:03.768017
1,temperature,32.09,2024-03-30 18:58:33.769916
1,moisture,0.25,2024-03-30 18:58:33.769916
1,temperature,30.85,2024-03-30 18:59:03.785961
1,moisture,0.01,2024-03-30 18:59:03.785961
1,temperature,9.52,2024-03-30 18:59:33.805599
1,moisture,0.78,2024-03-30 18:59:33.805599
1,temperature,15.05,2024-03-30 19:00:03.817078
1,moisture,0.37,2024-03-30 19:00:03.817078
1,temperature,12.48,2024-03-30 19:00:33.831508
1,moisture,0.03,2024-03-30 19:00:33.831508
1,temperature,-2.09,2024-03-30 19:01:03.836922
1,moisture,0.97,2024-03-30 19:01:03.836922
1,temperature,-7.25,2024-03-30 19:01:33.844676
1,moisture,0.43,2024-03-30 19:01:33.844676
1,temperature,31.58,2024-03-30 19:02:03.861525
1,moisture,0.03,2024-03-30 19:02:03.861525
1,temperature,4.68,2024-03-30 19:02:33.878069
1,moisture,0.44,2024-03-30 19:02:33.878069
1,temperature,30.66,2024-03-30 19:03:03.893645
1,moisture,0.96,2024-03-30 19:03:03.893645
1,temperature,-9.08,2024-03-30 19:03:33.899725
1,moisture,0.62,2024-03-30 19:03:33.899725
1,temperature,-8.74,2024-03-30 19:04:03.911565
1,moisture,0.85,2024-03-30 19:04:03.911565
1,temperature,2.42,2024-03-30 19:04:33.922160
1,moisture,0.7,2024-03-30 19:04:33.922160
1,temperature,25.79,2024-03-30 19:05:03.934678
1,moisture,0.61,2024-03-30 19:05:03.934678
1,temperature,4.03,2024-03-30 19:05:33.937694
1,moisture,0.21,2024-03-30 19:05:33.937694
1,temperature,7.39,2024-03-30 19:06:03.949219
1,moisture,0.84,2024-03-30 19:06:03.949219
1,temperature,17.87,2024-03-30 19:06:33.962647
1,moisture,0.0,2024-03-30 19:06:33.962647
1,temperature,-0.53,2024-03-30 19:07:03.983231
1,moisture,0.31,2024-03-30 19:07:03.983231
1,temperature,13.71,2024-03-30 19:07:33.981503
1,moisture,0.03,2024-03-30 19:07:33.981503
1,temperature,4.43,2024-03-30 19:08:03.986123
1,moisture,0.44,2024-03-30 19:08:03.986123
1,temperature,-6.05,2024-03-30 19:08:33.997858
1,moisture,0.57,2024-03-30 19:08:33.997858
1,temperature,-4.69,2024-03-30 19:09:04.002241
1,moisture,0.81,2024-03-30 19:09:04.002241
1,temperature,12.54,2024-03-30 19:09:34.010152
1,moisture,0.42,2024-03-30 19:09:34.010152
1,temperature,1.88,2024-03-30 19:10:04.003331
1,moisture,0.79,2024-03-30 19:10:04.003331
1,temperature,6.96,2024-03-30 19:10:34.014921
1,moisture,0.14,2024-03-30 19:10:34.014921
1,temperature,19.88,2024-03-30 19:11:04.019884
1,moisture,0.21,2024-03-30 19:11:04.019884
1,temperature,2.67,2024-03-30 19:11:34.033140
1,moisture,0.7,2024-03-30 19:11:34.033140
1,temperature,5.4,2024-03-30 19:12:04.047395
1,moisture,0.76,2024-03-30 19:12:04.047395
1,temperature,8.83,2024-03-30 19:12:34.072527
1,moisture,0.19,2024-03-30 19:12:34.072527
1,temperature,-7.84,2024-03-30 19:13:04.083048
1,moisture,0.83,2024-03-30 19:13:04.083048
1,temperature,-0.76,2024-03-30 19:13:34.090581
1,moisture,0.14,2024-03-30 19:13:34.090581
1,temperature,15.77,2024-03-30 19:14:04.088594
1,moisture,0.5,2024-03-30 19:14:04.088594
1,temperature,-8.99,2024-03-30 19:14:34.100671
1,moisture,0.18,2024-03-30 19:14:34.100671
1,temperature,22.02,2024-03-30 19:15:04.111483
1,moisture,0.43,2024-03-30 19:15:04.111483
1,temperature,7.43,2024-03-30 19:15:34.121076
1,moisture,0.92,2024-03-30 19:15:34.121076
1,temperature,10.24,2024-03-30 19:16:04.118250
1,moisture,0.3,2024-03-30 19:16:04.118250
1,temperature,19.42,2024-03-30 19:16:34.134894
1,moisture,0.75,2024-03-30 19:16:34.134894
1,temperature,5.72,2024-03-30 19:17:04.143590
1,moisture,0.39,2024-03-30 19:17:04.143590
1,temperature,28.25,2024-03-30 19:17:34.164488
1,moisture,0.97,2024-03-30 19:17:34.164488
1,temperature,31.54,2024-03-30 19:18:04.176792
1,moisture,0.03,2024-03-30 19:18:04.176792
1,temperature,9.3,2024-03-30 19:18:34.177900
1,moisture,0.37,2024-03-30 19:18:34.177900
1,temperature,24.36,2024-03-30 19:19:04.182181
1,moisture,0.71,2024-03-30 19:19:04.182181
1,temperature,0.95,2024-03-30 19:19:34.188982
1,moisture,0.87,2024-03-30 19:19:34.188982
1,temperature,23.86,2024-03-30 19:20:04.197007
